text,emoji
i said well we can but i'm feeling greedy with your time,anger
i am feeling generous so let's assume the former marlins each equal their most production season,love
i've been feeling quite miserable wouldnt be lying,sadness
i feel i am not that sociable enough thus for friends wise i guess i do not miss most of them,joy
i sensed such a feeling when i understood i was admitted to the university i was at home,joy
i just think about all the day i chatted with my mom amp also feeling horny and masturbate myself,love
i feel uncomfortable using the word awesome but this idea actually is,fear
i wish there was something i could do sitting here in the midwest i feel so helpless,fear
i also know that if i forget for a period of time it would cause tension or a feeling of unease that maybe i am mad at him,anger
i am feeling very restless irritable and discontent,fear
i feel lame for not posting the recipe but mi madre is protective of em and i respect that,sadness
i made an appointment with a friend to drink coffee togehter however,anger
i feel dazed and unsure of a world in which dying young and disasters that sacrifice so many lives in one swath happen let alone happen with frequency great enough to make me cringe,surprise
i feel freaked like i'm not safe anywhere i run,joy
i feel like i'm still quite bad at describing my feelings with good words and beautiful phrases,sadness
i am floating in the flashback feeling the heaviness of nostalgic heart,love
i feel that's the one thing i'veenjoyed about tv people have the time to be shocked over kenny powers and then you have time to let go of it and love him later on,surprise
i'm feeling jolly by a,joy
i just say that i feel like a terrible person for not being completely in love with this book,sadness
i woke up feeling pretty energetic but after i did yoga and had a shower i was really hungry,joy
i stopped feeling cold and began feeling hot,anger
i feel in my heart and how much i'm hurt,sadness
